OrderID,Customer,Age,City,Product,Category,Price,Quantity,Date
1425,L,25,Kolkata,Shirt,Clothing,1000,1,2024-12-30
1426,J,30,Chennai,Shoes,Clothing,2000,3,2024-01-05
1427,G,22,Chennai,Laptop,Tech,50000,3,2024-05-29
1428,X,30,Bangalore,Tablet,Tech,30000,1,2024-06-11
1429,N,35,Chennai,Phone,Tech,20000,1,2024-10-28
1430,K,30,Kolkata,Shoes,Clothing,2000,2,2024-07-29
1431,P,25,Kolkata,Shoes,Clothing,2000,3,2024-03-20
1432,E,22,Chennai,Shoes,Clothing,2000,1,2024-05-13
1433,V,30,Kolkata,Shirt,Clothing,1000,1,2024-08-04
1434,I,22,Chennai,Laptop,Tech,50000,3,2024-10-24
1435,V,25,Chennai,Phone,Tech,20000,1,2024-01-23
1436,B,22,Delhi,Tablet,Tech,30000,1,2024-12-26
1437,I,35,Delhi,Shirt,Clothing,1000,2,2024-06-27
1438,N,35,Delhi,Phone,Tech,20000,1,2024-12-17
1439,Q,22,Bangalore,Laptop,Tech,50000,2,2024-11-13
1440,V,35,Kolkata,Shoes,Clothing,2000,2,2024-02-10
1441,J,25,Delhi,Shoes,Clothing,2000,3,2024-05-14
1442,F,30,Bangalore,Tablet,Tech,30000,2,2024-07-25
1443,Y,35,Bangalore,Shirt,Clothing,1000,3,2024-11-05
1444,I,35,Mumbai,Shirt,Clothing,1000,1,2024-08-21
1445,P,35,Chennai,Phone,Tech,20000,2,2024-01-25
1446,V,22,Delhi,Phone,Tech,20000,2,2024-06-12
1447,X,22,Chennai,Laptop,Tech,50000,3,2024-09-10
1448,W,25,Bangalore,Phone,Tech,20000,1,2024-07-22
1449,U,35,Kolkata,Phone,Tech,20000,2,2024-07-11
1450,C,35,Bangalore,Shoes,Clothing,2000,1,2024-10-19
1451,Q,30,Mumbai,Tablet,Tech,30000,1,2024-06-02
1452,J,35,Kolkata,Shirt,Clothing,1000,1,2024-06-03
1453,O,35,Bangalore,Shirt,Clothing,1000,2,2024-03-14
1454,E,22,Bangalore,Phone,Tech,20000,2,2024-03-04
1455,S,22,Kolkata,Phone,Tech,20000,3,2024-07-07
1456,C,30,Kolkata,Shoes,Clothing,2000,3,2024-07-31
1457,O,30,Bangalore,Shoes,Clothing,2000,3,2024-09-12
1458,P,30,Kolkata,Laptop,Tech,50000,3,2024-04-26
1459,T,30,Mumbai,Shirt,Clothing,1000,2,2024-05-10
1460,I,35,Bangalore,Shoes,Clothing,2000,3,2024-12-26
1461,C,35,Mumbai,Shirt,Clothing,1000,2,2024-08-31
1462,U,22,Kolkata,Tablet,Tech,30000,3,2024-08-26
1463,E,25,Kolkata,Shirt,Clothing,1000,3,2024-06-18
1464,X,25,Mumbai,Shoes,Clothing,2000,3,2024-01-28
1465,E,35,Mumbai,Shoes,Clothing,2000,3,2024-08-19
1466,S,35,Bangalore,Shoes,Clothing,2000,1,2024-12-14
1467,V,22,Kolkata,Shirt,Clothing,1000,1,2024-06-17
1468,Y,35,Kolkata,Shirt,Clothing,1000,1,2024-10-05
1469,U,30,Delhi,Tablet,Tech,30000,1,2024-09-20
1470,Q,35,Bangalore,Shoes,Clothing,2000,2,2024-03-10
1471,B,30,Chennai,Shirt,Clothing,1000,1,2024-10-20
1472,R,25,Mumbai,Laptop,Tech,50000,2,2024-07-14
1473,X,22,Chennai,Phone,Tech,20000,1,2024-04-02
1474,J,30,Delhi,Shirt,Clothing,1000,1,2024-09-08
1475,V,25,Mumbai,Laptop,Tech,50000,3,2024-08-15
1476,U,22,Chennai,Laptop,Tech,50000,2,2024-01-29
1477,J,35,Delhi,Tablet,Tech,30000,1,2024-03-26
1478,C,25,Kolkata,Shirt,Clothing,1000,1,2024-11-25
1479,Z,25,Chennai,Shoes,Clothing,2000,2,2024-07-03
1480,N,22,Kolkata,Tablet,Tech,30000,2,2024-08-28
1481,I,22,Kolkata,Tablet,Tech,30000,1,2024-04-28
1482,Q,25,Bangalore,Shoes,Clothing,2000,3,2024-10-16
1483,X,22,Bangalore,Tablet,Tech,30000,1,2024-02-06
1484,M,35,Kolkata,Laptop,Tech,50000,2,2024-10-23
1485,O,35,Delhi,Phone,Tech,20000,1,2024-05-17
1486,H,30,Kolkata,Shoes,Clothing,2000,1,2024-09-09
1487,C,25,Kolkata,Tablet,Tech,30000,3,2024-09-10
1488,M,30,Mumbai,Phone,Tech,20000,3,2024-05-16
1489,I,35,Mumbai,Shoes,Clothing,2000,2,2024-11-15
1490,E,25,Kolkata,Tablet,Tech,30000,3,2024-02-28
1491,E,35,Kolkata,Shirt,Clothing,1000,2,2024-04-10
1492,Y,30,Bangalore,Shoes,Clothing,2000,1,2024-06-24
1493,G,35,Delhi,Shoes,Clothing,2000,1,2024-06-07
1494,T,30,Mumbai,Shoes,Clothing,2000,3,2024-05-04
1495,T,25,Kolkata,Shoes,Clothing,2000,3,2024-01-12
1496,M,25,Chennai,Shirt,Clothing,1000,1,2024-02-12
1497,W,22,Bangalore,Shoes,Clothing,2000,1,2024-08-03
1498,P,30,Bangalore,Shirt,Clothing,1000,3,2024-09-23
1499,C,30,Kolkata,Phone,Tech,20000,3,2024-12-23
1500,Q,22,Chennai,Shoes,Clothing,2000,3,2024-09-30
1501,J,35,Delhi,Tablet,Tech,30000,2,2024-06-24
1502,D,30,Chennai,Tablet,Tech,30000,1,2024-12-23
1503,Z,30,Delhi,Tablet,Tech,30000,1,2024-10-06
1504,W,30,Delhi,Laptop,Tech,50000,2,2024-04-08
1505,A,30,Bangalore,Laptop,Tech,50000,2,2024-11-23
1506,O,25,Bangalore,Laptop,Tech,50000,2,2024-07-16
1507,R,30,Kolkata,Shoes,Clothing,2000,3,2024-08-17
1508,R,25,Mumbai,Phone,Tech,20000,3,2024-03-26
1509,W,30,Chennai,Phone,Tech,20000,2,2024-07-08
1510,M,30,Delhi,Shoes,Clothing,2000,1,2024-09-15
1511,A,22,Bangalore,Shoes,Clothing,2000,2,2024-05-15
1512,V,22,Bangalore,Shirt,Clothing,1000,3,2024-07-01
1513,Y,35,Kolkata,Shirt,Clothing,1000,2,2024-04-26
1514,W,25,Mumbai,Shirt,Clothing,1000,1,2024-05-20
1515,R,22,Kolkata,Tablet,Tech,30000,2,2024-05-31
1516,R,25,Bangalore,Laptop,Tech,50000,3,2024-10-26
1517,C,35,Delhi,Laptop,Tech,50000,2,2024-12-10
1518,G,30,Delhi,Shoes,Clothing,2000,1,2024-12-16
1519,J,22,Bangalore,Laptop,Tech,50000,2,2024-09-25
1520,W,30,Delhi,Phone,Tech,20000,1,2024-06-18
1521,T,22,Bangalore,Phone,Tech,20000,3,2024-01-08
1522,J,30,Delhi,Shirt,Clothing,1000,1,2024-12-25
1523,F,30,Chennai,Shoes,Clothing,2000,1,2024-07-15
1524,L,30,Delhi,Phone,Tech,20000,2,2024-03-06
1525,N,30,Kolkata,Laptop,Tech,50000,2,2024-01-02
1526,O,22,Chennai,Laptop,Tech,50000,1,2024-09-23
1527,A,35,Mumbai,Phone,Tech,20000,1,2024-03-06
1528,Q,25,Delhi,Phone,Tech,20000,1,2024-01-22
1529,D,30,Chennai,Shoes,Clothing,2000,2,2024-11-09
1530,Z,30,Delhi,Shoes,Clothing,2000,1,2024-09-06
1531,N,22,Chennai,Tablet,Tech,30000,2,2024-01-09
1532,U,35,Chennai,Phone,Tech,20000,2,2024-11-21
1533,V,35,Delhi,Tablet,Tech,30000,2,2024-04-24
1534,F,22,Chennai,Laptop,Tech,50000,2,2024-09-17
1535,S,22,Delhi,Laptop,Tech,50000,3,2024-03-10
1536,R,35,Kolkata,Laptop,Tech,50000,1,2024-09-27
1537,R,30,Kolkata,Phone,Tech,20000,3,2024-09-04
1538,F,22,Mumbai,Shoes,Clothing,2000,1,2024-02-28
1539,Y,35,Mumbai,Shirt,Clothing,1000,2,2024-12-25
1540,E,25,Delhi,Shoes,Clothing,2000,2,2024-09-30
1541,H,25,Bangalore,Phone,Tech,20000,3,2024-11-18
1542,K,22,Mumbai,Shoes,Clothing,2000,3,2024-10-22
1543,G,35,Kolkata,Tablet,Tech,30000,3,2024-12-24
1544,P,30,Mumbai,Shoes,Clothing,2000,3,2024-04-22
1545,F,22,Bangalore,Phone,Tech,20000,2,2024-06-18
1546,T,25,Delhi,Shirt,Clothing,1000,3,2024-10-29
1547,F,22,Chennai,Tablet,Tech,30000,1,2024-09-14
1548,P,30,Bangalore,Shirt,Clothing,1000,2,2024-02-08
1549,O,22,Kolkata,Laptop,Tech,50000,1,2024-03-27
1550,S,35,Mumbai,Tablet,Tech,30000,2,2024-03-29
1551,R,30,Kolkata,Laptop,Tech,50000,2,2024-03-08
1552,Q,25,Delhi,Shoes,Clothing,2000,3,2024-03-31
1553,H,30,Kolkata,Shirt,Clothing,1000,2,2024-12-27
1554,L,22,Chennai,Tablet,Tech,30000,2,2024-08-29
1555,T,35,Kolkata,Phone,Tech,20000,1,2024-01-31
1556,W,30,Kolkata,Shirt,Clothing,1000,1,2024-11-12
1557,N,25,Bangalore,Phone,Tech,20000,3,2024-01-07
1558,B,22,Delhi,Phone,Tech,20000,1,2024-11-21
1559,V,25,Delhi,Shoes,Clothing,2000,2,2024-01-26
1560,E,22,Kolkata,Shirt,Clothing,1000,2,2024-02-23
1561,I,25,Delhi,Shirt,Clothing,1000,3,2024-01-10
1562,M,30,Delhi,Laptop,Tech,50000,1,2024-11-28
1563,H,30,Delhi,Phone,Tech,20000,3,2024-03-28
1564,Y,30,Bangalore,Shirt,Clothing,1000,2,2024-05-29
1565,M,22,Chennai,Tablet,Tech,30000,1,2024-02-28
1566,P,25,Mumbai,Phone,Tech,20000,1,2024-07-14
1567,H,35,Mumbai,Phone,Tech,20000,2,2024-01-10
1568,Q,30,Delhi,Shoes,Clothing,2000,3,2024-12-25
1569,H,30,Chennai,Phone,Tech,20000,1,2024-05-23
1570,C,30,Kolkata,Shirt,Clothing,1000,2,2024-08-31
1571,X,35,Kolkata,Laptop,Tech,50000,3,2024-05-21
1572,E,35,Chennai,Tablet,Tech,30000,3,2024-08-30
1573,Q,22,Kolkata,Laptop,Tech,50000,2,2024-02-10
1574,J,25,Kolkata,Phone,Tech,20000,3,2024-05-19
1575,M,30,Kolkata,Shoes,Clothing,2000,3,2024-06-26
1576,T,25,Chennai,Shoes,Clothing,2000,3,2024-09-02
1577,V,35,Delhi,Laptop,Tech,50000,2,2024-02-06
1578,E,35,Mumbai,Tablet,Tech,30000,2,2024-05-25
1579,U,30,Delhi,Shoes,Clothing,2000,2,2024-09-17
1580,M,22,Delhi,Tablet,Tech,30000,1,2024-02-11
1581,L,35,Kolkata,Shirt,Clothing,1000,1,2024-05-01
1582,Z,30,Chennai,Laptop,Tech,50000,3,2024-04-17
1583,T,22,Bangalore,Tablet,Tech,30000,2,2024-07-06
1584,Z,22,Mumbai,Laptop,Tech,50000,3,2024-10-29
1585,G,25,Bangalore,Phone,Tech,20000,1,2024-04-09
1586,T,30,Delhi,Tablet,Tech,30000,3,2024-01-19
1587,G,30,Delhi,Shirt,Clothing,1000,2,2024-07-12
1588,O,35,Bangalore,Tablet,Tech,30000,1,2024-08-19
1589,Q,25,Kolkata,Shirt,Clothing,1000,1,2024-09-26
1590,Z,25,Chennai,Phone,Tech,20000,2,2024-12-07
1591,W,30,Chennai,Tablet,Tech,30000,3,2024-02-10
1592,A,22,Chennai,Phone,Tech,20000,2,2024-08-08
1593,S,35,Delhi,Tablet,Tech,30000,1,2024-09-13
1594,Z,25,Chennai,Shirt,Clothing,1000,1,2024-08-13
1595,D,22,Mumbai,Tablet,Tech,30000,3,2024-05-31
1596,B,22,Chennai,Laptop,Tech,50000,1,2024-09-28
1597,R,25,Mumbai,Phone,Tech,20000,2,2024-02-07
1598,W,35,Chennai,Shirt,Clothing,1000,3,2024-03-05
1599,W,30,Mumbai,Shoes,Clothing,2000,1,2024-04-19
1600,O,25,Mumbai,Tablet,Tech,30000,1,2024-02-28
1601,F,35,Mumbai,Tablet,Tech,30000,3,2024-08-10
1602,N,30,Chennai,Tablet,Tech,30000,2,2024-09-28
1603,A,30,Bangalore,Laptop,Tech,50000,3,2024-12-28
1604,O,25,Delhi,Tablet,Tech,30000,2,2024-04-29
1605,B,22,Bangalore,Phone,Tech,20000,1,2024-06-15
1606,M,22,Chennai,Phone,Tech,20000,3,2024-11-20
1607,O,22,Chennai,Shoes,Clothing,2000,2,2024-07-22
1608,Z,25,Mumbai,Laptop,Tech,50000,1,2024-12-16
1609,H,22,Bangalore,Shoes,Clothing,2000,2,2024-06-06
1610,S,35,Kolkata,Tablet,Tech,30000,2,2024-03-24
1611,B,30,Bangalore,Phone,Tech,20000,1,2024-06-15
1612,M,25,Kolkata,Tablet,Tech,30000,3,2024-01-23
1613,S,35,Delhi,Phone,Tech,20000,3,2024-09-30
1614,B,25,Bangalore,Shoes,Clothing,2000,3,2024-12-05
1615,A,30,Bangalore,Tablet,Tech,30000,3,2024-07-25
1616,F,22,Kolkata,Shoes,Clothing,2000,2,2024-10-24
1617,I,25,Mumbai,Phone,Tech,20000,3,2024-08-07
1618,A,25,Chennai,Tablet,Tech,30000,3,2024-01-18
1619,E,25,Bangalore,Shoes,Clothing,2000,3,2024-05-20
1620,X,35,Delhi,Tablet,Tech,30000,1,2024-08-06
1621,E,35,Chennai,Shoes,Clothing,2000,1,2024-06-13
1622,O,35,Mumbai,Shirt,Clothing,1000,1,2024-02-26
1623,M,25,Chennai,Tablet,Tech,30000,2,2024-08-13
1624,U,25,Kolkata,Laptop,Tech,50000,1,2024-06-12
1625,R,35,Mumbai,Shirt,Clothing,1000,1,2024-09-12
1626,B,35,Bangalore,Shirt,Clothing,1000,1,2024-06-06
1627,L,35,Bangalore,Phone,Tech,20000,2,2024-10-20
1628,X,30,Bangalore,Laptop,Tech,50000,3,2024-02-22
1629,B,30,Delhi,Laptop,Tech,50000,1,2024-12-20
1630,Q,22,Bangalore,Shoes,Clothing,2000,2,2024-01-14
1631,Q,22,Mumbai,Phone,Tech,20000,1,2024-06-14
1632,E,35,Kolkata,Phone,Tech,20000,1,2024-10-03
1633,D,22,Chennai,Tablet,Tech,30000,3,2024-03-05
1634,M,35,Chennai,Shoes,Clothing,2000,1,2024-09-05
1635,L,30,Mumbai,Shirt,Clothing,1000,2,2024-06-15
1636,W,35,Kolkata,Tablet,Tech,30000,2,2024-01-28
1637,M,22,Delhi,Tablet,Tech,30000,1,2024-05-19
1638,K,35,Mumbai,Laptop,Tech,50000,1,2024-04-24
1639,I,25,Delhi,Laptop,Tech,50000,1,2024-08-28
1640,C,25,Delhi,Laptop,Tech,50000,2,2024-01-23
1641,Y,22,Delhi,Shirt,Clothing,1000,1,2024-07-22
1642,M,30,Delhi,Phone,Tech,20000,2,2024-10-07
1643,M,30,Delhi,Tablet,Tech,30000,1,2024-12-12
1644,Y,22,Mumbai,Shirt,Clothing,1000,3,2024-12-21
1645,I,22,Bangalore,Phone,Tech,20000,1,2024-07-15
1646,M,35,Bangalore,Shirt,Clothing,1000,2,2024-01-26
1647,V,25,Bangalore,Shirt,Clothing,1000,3,2024-04-28
1648,D,35,Bangalore,Shoes,Clothing,2000,1,2024-09-22
1649,P,22,Mumbai,Shoes,Clothing,2000,1,2024-10-01
1650,Q,30,Kolkata,Shirt,Clothing,1000,3,2024-09-02
1651,W,30,Delhi,Shoes,Clothing,2000,2,2024-04-01
1652,T,35,Chennai,Shoes,Clothing,2000,1,2024-10-09
1653,L,35,Mumbai,Laptop,Tech,50000,2,2024-01-21
1654,G,35,Chennai,Laptop,Tech,50000,2,2024-01-24
1655,J,30,Chennai,Shirt,Clothing,1000,1,2024-07-21
1656,Y,30,Kolkata,Shoes,Clothing,2000,3,2024-12-21
1657,T,22,Kolkata,Shoes,Clothing,2000,2,2024-05-17
1658,I,22,Delhi,Tablet,Tech,30000,3,2024-12-23
1659,I,22,Delhi,Shirt,Clothing,1000,1,2024-04-09
1660,M,35,Bangalore,Shoes,Clothing,2000,2,2024-01-15
1661,V,22,Delhi,Phone,Tech,20000,3,2024-11-06
1662,E,25,Chennai,Tablet,Tech,30000,2,2024-08-16
1663,P,30,Kolkata,Tablet,Tech,30000,3,2024-10-29
1664,Z,25,Kolkata,Shirt,Clothing,1000,2,2024-01-02
1665,O,22,Kolkata,Shoes,Clothing,2000,1,2024-09-16
1666,Q,30,Kolkata,Laptop,Tech,50000,1,2024-06-23
1667,B,25,Bangalore,Tablet,Tech,30000,2,2024-11-09
1668,J,30,Bangalore,Tablet,Tech,30000,3,2024-07-06
1669,H,22,Kolkata,Laptop,Tech,50000,3,2024-01-18
1670,Q,30,Bangalore,Tablet,Tech,30000,1,2024-01-27
1671,H,22,Chennai,Tablet,Tech,30000,2,2024-05-21
1672,H,25,Chennai,Shirt,Clothing,1000,3,2024-12-20
1673,V,35,Bangalore,Shirt,Clothing,1000,3,2024-05-09
1674,T,35,Mumbai,Tablet,Tech,30000,1,2024-10-15
1675,V,25,Mumbai,Tablet,Tech,30000,1,2024-09-03
1676,K,30,Delhi,Shirt,Clothing,1000,3,2024-03-28
1677,T,30,Bangalore,Phone,Tech,20000,3,2024-03-12
1678,G,35,Bangalore,Shirt,Clothing,1000,2,2024-09-29
1679,V,30,Chennai,Shirt,Clothing,1000,3,2024-05-04
1680,B,35,Chennai,Phone,Tech,20000,2,2024-11-22
1681,V,30,Mumbai,Tablet,Tech,30000,2,2024-04-01
1682,Y,30,Kolkata,Shirt,Clothing,1000,1,2024-02-13
1683,O,35,Delhi,Shirt,Clothing,1000,1,2024-05-01
1684,S,22,Delhi,Phone,Tech,20000,3,2024-11-06
1685,V,22,Kolkata,Tablet,Tech,30000,3,2024-03-03
1686,V,25,Kolkata,Phone,Tech,20000,3,2024-06-16
1687,R,25,Chennai,Shoes,Clothing,2000,3,2024-08-08
1688,L,22,Delhi,Tablet,Tech,30000,1,2024-10-15
1689,W,22,Chennai,Phone,Tech,20000,1,2024-10-22
1690,J,35,Delhi,Shoes,Clothing,2000,3,2024-09-22
1691,O,22,Kolkata,Laptop,Tech,50000,2,2024-05-18
1692,O,30,Bangalore,Shoes,Clothing,2000,1,2024-04-01
1693,X,30,Mumbai,Phone,Tech,20000,2,2024-03-10
1694,W,22,Bangalore,Laptop,Tech,50000,1,2024-07-29
1695,N,30,Mumbai,Tablet,Tech,30000,1,2024-01-07
1696,F,30,Chennai,Phone,Tech,20000,2,2024-04-11
1697,L,25,Delhi,Laptop,Tech,50000,2,2024-10-12
1698,E,22,Delhi,Tablet,Tech,30000,2,2024-05-29
1699,Z,30,Kolkata,Phone,Tech,20000,1,2024-09-15
1700,S,22,Mumbai,Shirt,Clothing,1000,3,2024-04-20
1701,Y,35,Kolkata,Shirt,Clothing,1000,3,2024-03-26
1702,V,25,Chennai,Laptop,Tech,50000,1,2024-10-07
1703,T,22,Delhi,Laptop,Tech,50000,2,2024-01-21
1704,T,30,Chennai,Laptop,Tech,50000,1,2024-11-19
1705,S,25,Kolkata,Laptop,Tech,50000,2,2024-10-30
1706,T,25,Kolkata,Phone,Tech,20000,3,2024-06-14
1707,M,22,Kolkata,Tablet,Tech,30000,2,2024-07-13
1708,X,25,Kolkata,Shirt,Clothing,1000,2,2024-06-26
1709,I,30,Chennai,Phone,Tech,20000,1,2024-06-20
1710,Y,22,Delhi,Shirt,Clothing,1000,3,2024-02-24
1711,E,22,Delhi,Phone,Tech,20000,1,2024-12-15
1712,Y,22,Mumbai,Laptop,Tech,50000,3,2024-08-20
1713,V,30,Delhi,Shoes,Clothing,2000,2,2024-11-17
1714,L,30,Delhi,Shoes,Clothing,2000,2,2024-06-10
1715,W,22,Delhi,Laptop,Tech,50000,3,2024-08-08
1716,I,30,Bangalore,Shoes,Clothing,2000,2,2024-10-21
1717,C,35,Delhi,Laptop,Tech,50000,1,2024-06-27
1718,G,25,Delhi,Shoes,Clothing,2000,3,2024-05-16
1719,W,22,Chennai,Tablet,Tech,30000,1,2024-03-24
1720,F,22,Kolkata,Shirt,Clothing,1000,1,2024-05-12
1721,G,30,Mumbai,Tablet,Tech,30000,2,2024-08-24
1722,N,30,Mumbai,Shirt,Clothing,1000,1,2024-09-18
1723,C,25,Chennai,Tablet,Tech,30000,3,2024-03-17
1724,S,30,Delhi,Shirt,Clothing,1000,3,2024-12-14
1725,Z,25,Kolkata,Shirt,Clothing,1000,1,2024-09-07
1726,P,35,Kolkata,Shirt,Clothing,1000,1,2024-02-20
1727,E,22,Bangalore,Shoes,Clothing,2000,2,2024-12-05
1728,A,22,Kolkata,Tablet,Tech,30000,2,2024-01-09
1729,P,35,Delhi,Phone,Tech,20000,3,2024-02-10
1730,E,22,Mumbai,Shirt,Clothing,1000,1,2024-06-23
1731,N,30,Mumbai,Shoes,Clothing,2000,2,2024-09-29
1732,V,35,Bangalore,Tablet,Tech,30000,1,2024-08-19
1733,V,30,Delhi,Shoes,Clothing,2000,3,2024-11-24
1734,N,25,Kolkata,Laptop,Tech,50000,2,2024-10-21
1735,G,30,Kolkata,Tablet,Tech,30000,3,2024-12-23
1736,M,30,Mumbai,Laptop,Tech,50000,1,2024-12-14
1737,Z,30,Delhi,Shirt,Clothing,1000,2,2024-02-22
1738,R,30,Chennai,Shoes,Clothing,2000,3,2024-07-16
1739,R,35,Delhi,Shoes,Clothing,2000,3,2024-03-08
1740,R,30,Mumbai,Phone,Tech,20000,1,2024-02-11
1741,V,35,Delhi,Phone,Tech,20000,3,2024-04-11
1742,G,22,Chennai,Laptop,Tech,50000,1,2024-09-21
1743,O,30,Kolkata,Laptop,Tech,50000,1,2024-07-16
1744,D,22,Mumbai,Laptop,Tech,50000,3,2024-09-25
1745,O,35,Chennai,Phone,Tech,20000,1,2024-10-01
1746,Q,25,Kolkata,Shoes,Clothing,2000,3,2024-07-29
1747,K,30,Mumbai,Phone,Tech,20000,1,2024-08-21
1748,O,35,Delhi,Phone,Tech,20000,2,2024-12-03
1749,A,35,Bangalore,Shoes,Clothing,2000,2,2024-07-19
1750,X,22,Mumbai,Laptop,Tech,50000,3,2024-10-18
1751,T,30,Kolkata,Shirt,Clothing,1000,3,2024-08-10
1752,T,30,Bangalore,Laptop,Tech,50000,1,2024-12-10
1753,R,35,Delhi,Laptop,Tech,50000,1,2024-12-27
1754,B,35,Chennai,Shoes,Clothing,2000,1,2024-11-09
1755,B,22,Mumbai,Laptop,Tech,50000,2,2024-09-02
1756,J,30,Bangalore,Laptop,Tech,50000,2,2024-01-31
1757,H,25,Mumbai,Phone,Tech,20000,3,2024-04-15
1758,A,30,Delhi,Shirt,Clothing,1000,2,2024-12-31
1759,J,35,Bangalore,Shoes,Clothing,2000,1,2024-06-03
1760,G,30,Mumbai,Shirt,Clothing,1000,3,2024-09-20
1761,P,30,Mumbai,Tablet,Tech,30000,1,2024-05-24
1762,E,25,Chennai,Shirt,Clothing,1000,2,2024-12-08
1763,A,22,Chennai,Shoes,Clothing,2000,3,2024-01-21
1764,W,30,Mumbai,Laptop,Tech,50000,1,2024-12-02
1765,V,22,Bangalore,Shoes,Clothing,2000,2,2024-01-26
1766,X,22,Mumbai,Shoes,Clothing,2000,2,2024-05-23
1767,Q,22,Kolkata,Shirt,Clothing,1000,2,2024-11-11
1768,S,30,Mumbai,Shoes,Clothing,2000,2,2024-10-26
1769,L,25,Bangalore,Laptop,Tech,50000,2,2024-06-14
1770,L,35,Bangalore,Laptop,Tech,50000,3,2024-07-30
1771,W,25,Kolkata,Tablet,Tech,30000,2,2024-03-04
1772,M,25,Delhi,Laptop,Tech,50000,3,2024-05-25
1773,N,30,Bangalore,Shoes,Clothing,2000,3,2024-08-29
1774,G,35,Bangalore,Shoes,Clothing,2000,1,2024-10-10
1775,C,35,Mumbai,Shoes,Clothing,2000,1,2024-11-13
1776,F,22,Mumbai,Tablet,Tech,30000,2,2024-12-27
1777,R,25,Kolkata,Phone,Tech,20000,1,2024-12-31
1778,Q,25,Bangalore,Phone,Tech,20000,1,2024-09-03
1779,G,35,Chennai,Phone,Tech,20000,2,2024-11-05
1780,F,25,Delhi,Tablet,Tech,30000,2,2024-11-17
1781,C,30,Bangalore,Laptop,Tech,50000,3,2024-03-31
1782,Y,30,Bangalore,Shirt,Clothing,1000,2,2024-03-13
1783,O,25,Kolkata,Shoes,Clothing,2000,2,2024-06-20
1784,S,35,Mumbai,Tablet,Tech,30000,1,2024-04-04
1785,C,22,Mumbai,Laptop,Tech,50000,1,2024-06-11
1786,I,35,Chennai,Laptop,Tech,50000,2,2024-10-23
1787,K,30,Chennai,Shoes,Clothing,2000,3,2024-05-06
1788,W,22,Chennai,Phone,Tech,20000,1,2024-04-21
1789,C,25,Mumbai,Phone,Tech,20000,2,2024-10-30
1790,H,35,Bangalore,Laptop,Tech,50000,3,2024-12-27
1791,B,30,Mumbai,Phone,Tech,20000,3,2024-10-17
1792,Y,30,Kolkata,Laptop,Tech,50000,1,2024-01-06
1793,A,35,Mumbai,Phone,Tech,20000,3,2024-04-25
1794,G,30,Kolkata,Shirt,Clothing,1000,1,2024-08-08
1795,M,35,Mumbai,Shoes,Clothing,2000,2,2024-05-02
1796,V,22,Delhi,Shirt,Clothing,1000,2,2024-10-05
1797,C,25,Bangalore,Shirt,Clothing,1000,2,2024-08-17
1798,X,22,Chennai,Phone,Tech,20000,2,2024-07-31
1799,S,30,Mumbai,Tablet,Tech,30000,3,2024-03-01
1800,O,22,Kolkata,Phone,Tech,20000,2,2024-06-22
1801,R,25,Kolkata,Laptop,Tech,50000,2,2024-03-30
1802,C,35,Bangalore,Laptop,Tech,50000,3,2024-01-05
1803,J,35,Kolkata,Phone,Tech,20000,3,2024-02-02
1804,E,35,Chennai,Shoes,Clothing,2000,1,2024-07-08
1805,Z,35,Bangalore,Tablet,Tech,30000,1,2024-12-29
1806,Q,30,Delhi,Laptop,Tech,50000,1,2024-05-14
1807,B,30,Mumbai,Shirt,Clothing,1000,2,2024-11-18
1808,S,30,Chennai,Tablet,Tech,30000,3,2024-11-15
1809,U,30,Bangalore,Tablet,Tech,30000,3,2024-02-07
1810,E,25,Delhi,Tablet,Tech,30000,3,2024-03-11
1811,Z,25,Delhi,Tablet,Tech,30000,1,2024-07-18
1812,P,30,Kolkata,Shirt,Clothing,1000,1,2024-03-30
1813,K,35,Chennai,Laptop,Tech,50000,2,2024-03-19
1814,Q,25,Delhi,Tablet,Tech,30000,3,2024-10-06
1815,Y,35,Kolkata,Laptop,Tech,50000,3,2024-02-19
1816,F,35,Mumbai,Shoes,Clothing,2000,1,2024-02-13
1817,T,30,Kolkata,Tablet,Tech,30000,1,2024-06-01
1818,T,25,Bangalore,Phone,Tech,20000,1,2024-12-02
1819,F,30,Delhi,Shirt,Clothing,1000,1,2024-02-27
1820,Z,35,Chennai,Tablet,Tech,30000,2,2024-04-24
1821,K,30,Delhi,Phone,Tech,20000,2,2024-11-15
1822,L,22,Kolkata,Shirt,Clothing,1000,3,2024-06-10
1823,Z,35,Chennai,Phone,Tech,20000,3,2024-06-25
1824,P,35,Mumbai,Shoes,Clothing,2000,3,2024-10-19
1825,F,22,Kolkata,Shoes,Clothing,2000,3,2024-01-16
1826,Q,30,Kolkata,Tablet,Tech,30000,2,2024-12-19
1827,K,30,Bangalore,Laptop,Tech,50000,3,2024-07-15
1828,Q,25,Delhi,Laptop,Tech,50000,2,2024-08-30
1829,L,22,Bangalore,Tablet,Tech,30000,1,2024-01-20
1830,F,35,Bangalore,Shirt,Clothing,1000,1,2024-04-25
1831,Z,35,Mumbai,Shoes,Clothing,2000,3,2024-09-07
1832,O,25,Chennai,Tablet,Tech,30000,3,2024-08-31
1833,Q,35,Kolkata,Phone,Tech,20000,2,2024-04-17
1834,V,25,Mumbai,Laptop,Tech,50000,2,2024-09-17
1835,O,25,Chennai,Tablet,Tech,30000,1,2024-10-17
